iter	Logloss
174	0.5660836257
175	0.566073945
176	0.566057805
177	0.5660444844
178	0.5660297269
179	0.5660158438
180	0.565998553
181	0.5659845153
182	0.5659708643
183	0.5659524122
184	0.5659454407
185	0.5659373343
186	0.5659233367
187	0.565916754
188	0.5658988921
189	0.565880479
190	0.5658652006
191	0.565853882
192	0.5658454693
193	0.5658322401
194	0.5658142673
195	0.565800058
196	0.5657864615
197	0.565775302
198	0.5657556308
199	0.5657473894
200	0.5657378003
201	0.5657191983
202	0.565702405
203	0.565690355
204	0.5656766603
205	0.5656624716
206	0.5656564678
207	0.5656403147
208	0.5656216312
209	0.5656094769
210	0.5655985021
211	0.5655875134
212	0.5655804426
213	0.5655724375
214	0.565557746
215	0.5655529217
216	0.5655383769
217	0.5655271666
218	0.5655167452
219	0.5655033343
220	0.5654919067
221	0.5654827963
222	0.5654739525
223	0.5654742869
224	0.5654600257
225	0.5654519218
226	0.5654519818
227	0.5654374863
228	0.5654222714
229	0.5654092502
230	0.5653953194
231	0.5653878366
232	0.5653797483
233	0.5653687828
234	0.5653578889
235	0.5653420976
236	0.5653341191
237	0.5653197648
238	0.5653115089
239	0.565306502
240	0.565295861
241	0.5652805803
242	0.5652724928
243	0.5652595537
244	0.5652501354
245	0.5652397106
246	0.5652300272
247	0.5652232585
248	0.5652037936
249	0.5651963607
250	0.5651800368
251	0.565172415
252	0.5651581482
253	0.5651522826
254	0.5651520196
255	0.5651423739
256	0.565132285
257	0.5651215468
258	0.5651101945
259	0.5650962178
260	0.5650890966
261	0.5650734359
262	0.5650630814
263	0.5650536767
264	0.565043672
265	0.5650346229
266	0.5650282519
267	0.5650185927
268	0.565008334
269	0.5650082463
270	0.5650013247
271	0.5650000967
272	0.5649920469
273	0.5649777411
274	0.5649692201
275	0.564959804
276	0.5649518367
277	0.5649417778
278	0.5649292108
279	0.5649194793
280	0.5649088057
281	0.5649066516
282	0.5648976797
283	0.5648881461
284	0.5648758865
285	0.5648673158
286	0.5648583914
287	0.5648440015
288	0.564829565
289	0.5648206807
290	0.5648076485
291	0.5647987606
292	0.5647914588
293	0.5647869586
294	0.5647805653
295	0.5647698143
296	0.5647561119
297	0.5647469921
298	0.5647402901
299	0.5647323424
300	0.564724557
301	0.564714591
302	0.5647012525
303	0.5646953508
304	0.5646851971
305	0.5646738253
306	0.5646628712
307	0.5646539891
308	0.5646466981
309	0.5646348119
310	0.56462583
311	0.5646155874
312	0.5646056141
313	0.5645953156
314	0.5645884666
315	0.5645817091
316	0.5645723588
317	0.5645647445
318	0.5645496726
319	0.5645425004
320	0.5645353052
321	0.564532851
322	0.5645264552
323	0.5645175608
324	0.5645072379
325	0.5645016837
326	0.5644941005
327	0.5644876838
328	0.5644798542
329	0.5644675898
330	0.5644581589
331	0.5644486325
332	0.5644380776
333	0.5644285764
334	0.5644163559
335	0.5644146694
336	0.5644096977
337	0.5644035909
338	0.5644036279
339	0.5643971111
340	0.5643937791
341	0.5643901277
342	0.564382775
343	0.5643763561
344	0.5643654582
345	0.564357507
346	0.5643557563
347	0.5643531712
348	0.5643404418
349	0.5643309748
350	0.5643234081
351	0.5643139465
352	0.5643137158
353	0.564305739
354	0.564297015
355	0.5642861964
356	0.5642809034
357	0.5642746622
358	0.5642578418
359	0.5642503812
360	0.5642462084
361	0.5642350674
362	0.564228486
363	0.5642219936
364	0.5642119862
365	0.564202025
366	0.5641902911
367	0.56418201
368	0.5641725263
369	0.5641677349
370	0.564160103
371	0.5641468549
372	0.5641374423
373	0.5641281043
374	0.5641186331
375	0.5641103921
376	0.5641035216
377	0.5640954355
378	0.5640846969
379	0.5640707108
380	0.5640561171
381	0.5640482918
382	0.5640371256
383	0.5640330584
384	0.5640276165
385	0.5640210567
386	0.5640157828
387	0.5640024513
388	0.5639933307
389	0.5639843922
390	0.5639762959
391	0.5639638126
392	0.5639504301
393	0.563940709
394	0.5639317851
395	0.5639245864
396	0.5639130304
397	0.5639084067
398	0.5638981394
399	0.5638855966
400	0.5638782317
401	0.5638685691
402	0.5638603056
403	0.563852453
404	0.5638466981
405	0.5638395431
406	0.5638268628
407	0.5638156698
408	0.5638099468
409	0.5638009566
410	0.563793987
411	0.5637866312
412	0.5637810418
413	0.563773839
414	0.5637664583
415	0.5637582416
416	0.5637503499
417	0.5637449462
418	0.5637373531
419	0.5637269478
420	0.5637170084
421	0.5637058446
422	0.5636998966
423	0.5636901356
424	0.5636851914
425	0.5636733308
426	0.5636649771
427	0.5636598352
428	0.5636503021
429	0.5636388299
430	0.5636297277
431	0.5636206832
432	0.5636134193
433	0.5636050862
434	0.5635982686
435	0.5635871052
436	0.5635832189
437	0.5635709798
438	0.5635611071
439	0.5635530699
440	0.563547056
441	0.5635417945
442	0.5635359044
443	0.5635287759
444	0.563528776
445	0.5635206447
446	0.563514418
447	0.5635080876
448	0.5634996765
449	0.5634947879
450	0.5634848964
451	0.5634779657
452	0.5634684908
453	0.5634651946
454	0.5634616832
455	0.5634533207
456	0.5634466028
457	0.5634412021
458	0.5634379673
459	0.5634328118
460	0.5634243164
461	0.5634242195
462	0.5634180831
463	0.5634104259
464	0.563400581
465	0.5633894481
466	0.5633871819
467	0.5633807063
468	0.5633754666
469	0.5633666483
470	0.5633586844
471	0.5633555331
472	0.5633456823
473	0.5633404367
474	0.5633292283
475	0.5633187002
476	0.5633123986
477	0.5633008458
478	0.5632944555
479	0.5632915541
480	0.563286478
481	0.5632829207
482	0.5632732829
483	0.5632663488
484	0.563253586
485	0.563247963
486	0.5632399294
487	0.5632346358
488	0.5632274853
489	0.5632138502
490	0.5632067934
491	0.5631982833
492	0.5631924604
493	0.5631878296
494	0.5631793664
495	0.5631676532
496	0.5631602893
497	0.5631501977
498	0.5631395216
499	0.5631316215
500	0.563127396
501	0.5631232339
502	0.5631151249
503	0.5631092924
504	0.5631030611
505	0.5630943258
506	0.5630864962
507	0.5630809005
508	0.5630713499
509	0.5630641336
510	0.5630556846
511	0.5630491656
512	0.5630407103
513	0.5630334253
514	0.563026365
515	0.5630197692
516	0.5630102508
517	0.5629986856
518	0.5629909119
519	0.5629866161
520	0.5629781842
521	0.5629685991
522	0.5629594818
523	0.5629535037
524	0.5629496593
525	0.5629410136
526	0.5629351992
527	0.5629270004
528	0.5629195014
529	0.5629109216
530	0.562904065
531	0.5628993774
532	0.5628945138
533	0.5628888913
534	0.5628841365
535	0.562872586
536	0.562872353
537	0.5628664171
538	0.5628566433
539	0.5628475117
540	0.5628360841
541	0.5628307456
542	0.562830734
543	0.5628196541
544	0.5628138621
545	0.5628045829
546	0.5627978586
547	0.5627932609
548	0.5627868392
549	0.5627816182
550	0.5627719447
551	0.5627666048
552	0.5627606847
553	0.5627530562
554	0.5627436478
555	0.5627360381
556	0.5627309739
557	0.5627237936
558	0.5627207827
559	0.5627108995
560	0.562700638
561	0.5626912339
562	0.5626911878
563	0.562687693
564	0.5626814252
565	0.562674613
566	0.5626696841
567	0.5626662236
568	0.562661596
569	0.5626545528
570	0.5626436345
571	0.5626387244
572	0.5626269619
573	0.562615289
574	0.5626084558
575	0.5626029055
576	0.5625938508
577	0.5625826771
578	0.5625732728
579	0.562561059
580	0.562548789
581	0.5625447463
582	0.5625397052
583	0.5625306121
584	0.5625279354
585	0.5625234178
586	0.5625132535
587	0.562508231
588	0.5625031107
589	0.5624938035
590	0.5624893407
591	0.5624859195
592	0.5624754764
593	0.5624721291
594	0.5624724613
595	0.5624613325
596	0.5624557359
597	0.5624484558
598	0.5624428167
599	0.5624370508
600	0.5624320019
601	0.5624282754
602	0.5624208153
603	0.5624139144
604	0.5624039844
605	0.5623963312
606	0.5623924383
607	0.5623842678
608	0.5623727467
609	0.5623631887
610	0.562359153
611	0.5623565991
612	0.562343979
613	0.5623348254
614	0.5623262505
615	0.5623157841
616	0.5623065446
617	0.5622976749
618	0.5622955448
619	0.5622853562
620	0.5622800715
621	0.5622780687
622	0.5622741674
623	0.5622686446
624	0.5622655071
625	0.5622566337
626	0.5622495786
627	0.5622392979
628	0.5622300146
629	0.5622251641
630	0.562217933
631	0.5622091978
632	0.5622000771
633	0.562189096
634	0.5621775194
635	0.5621732967
636	0.5621644286
637	0.5621518988
638	0.5621434112
639	0.5621385438
640	0.5621319518
641	0.5621254633
642	0.5621207661
643	0.5621179135
644	0.562110201
645	0.5621023178
646	0.562094065
647	0.5620876854
648	0.5620819419
649	0.5620742911
650	0.5620691919
651	0.5620636742
652	0.562061997
653	0.5620536264
654	0.5620446103
655	0.5620398263
656	0.5620321678
657	0.5620267849
658	0.5620202647
659	0.5620169035
660	0.5620107321
661	0.5620029008
662	0.5619987625
663	0.5619924782
664	0.561983532
665	0.5619789211
666	0.5619680267
667	0.5619640168
668	0.5619554531
669	0.5619525937
670	0.561949861
671	0.5619498795
672	0.5619441856
673	0.5619387732
674	0.5619341619
675	0.5619303968
676	0.5619293572
677	0.5619213168
678	0.5619124286
679	0.5619111875
680	0.5619016522
681	0.5618955704
682	0.5618896398
683	0.5618860483
684	0.561875774
685	0.5618699316
686	0.5618649805
687	0.5618600855
688	0.5618546892
689	0.5618495408
690	0.5618431824
691	0.5618352605
692	0.5618294621
693	0.5618205596
694	0.5618166388
695	0.5618074334
696	0.5617999365
697	0.561790484
698	0.5617813407
699	0.5617768609
700	0.5617672459
701	0.5617599379
702	0.5617519881
703	0.5617412926
704	0.5617372992
705	0.5617299507
706	0.5617262446
707	0.5617186041
708	0.5617148012
709	0.5617069943
710	0.5616953118
711	0.5616887343
712	0.5616799257
713	0.5616721412
714	0.5616681486
715	0.5616636461
716	0.5616593122
717	0.5616577989
718	0.5616505315
719	0.5616479614
720	0.561642452
721	0.5616324071
722	0.5616243163
723	0.5616177249
724	0.5616122142
725	0.5616033027
726	0.5615956853
727	0.5615931473
728	0.5615885266
729	0.5615805976
730	0.5615784588
731	0.5615757393
732	0.5615683188
733	0.5615656734
734	0.5615595542
735	0.5615503013
736	0.5615463426
737	0.5615382429
738	0.561528934
739	0.5615242586
740	0.561518932
741	0.5615179581
742	0.5615086765
743	0.5615062932
744	0.5615011922
745	0.5614925363
746	0.5614824176
747	0.5614733036
748	0.5614666399
749	0.5614638231
750	0.5614569445
751	0.561452101
752	0.5614428856
753	0.5614369095
754	0.5614306795
755	0.5614284883
756	0.5614212048
757	0.5614127787
758	0.5614087138
759	0.5614023236
760	0.5613918097
761	0.5613868355
762	0.5613835057
763	0.5613771239
764	0.5613659066
765	0.5613603924
766	0.5613540346
767	0.561346364
768	0.5613414434
769	0.5613351261
770	0.5613299406
771	0.5613221352
772	0.5613164601
773	0.5613054722
774	0.5612992732
775	0.5612890116
776	0.5612809291
777	0.5612718033
778	0.5612631853
779	0.5612577839
780	0.5612532499
781	0.5612435105
782	0.5612375526
783	0.5612315995
784	0.5612302183
785	0.5612238327
786	0.5612174976
787	0.5612091938
788	0.5612033039
789	0.5611992152
790	0.5611966031
791	0.5611895653
792	0.5611813376
793	0.5611764645
794	0.561173184
795	0.5611686756
796	0.5611607475
797	0.5611526459
798	0.5611395875
799	0.5611331376
800	0.5611288713
801	0.5611235697
802	0.561117712
803	0.5611080725
804	0.56110118
805	0.5610977841
806	0.5610925653
807	0.561087732
808	0.5610833918
809	0.5610722562
810	0.5610659048
811	0.5610594936
812	0.5610543374
813	0.561048185
814	0.5610435131
815	0.5610342505
816	0.5610322801
817	0.5610278352
818	0.5610235724
819	0.561020021
820	0.5610104577
821	0.5610020982
822	0.5609948653
823	0.5609853107
824	0.5609796689
825	0.5609737949
826	0.5609658466
827	0.5609610096
828	0.5609508939
829	0.560949237
830	0.5609457328
831	0.5609364458
832	0.5609266642
833	0.560919304
834	0.5609119175
835	0.5609048359
836	0.5608973259
837	0.56089246
838	0.5608873366
839	0.5608844666
840	0.5608825718
841	0.5608765096
842	0.5608694963
843	0.5608639502
844	0.5608597083
845	0.5608509525
846	0.5608443368
847	0.5608393119
848	0.5608289157
849	0.5608204233
850	0.5608147364
851	0.5608074913
852	0.5607997231
853	0.5607930784
854	0.5607890275
855	0.5607847442
856	0.5607735481
857	0.5607669478
858	0.5607581537
859	0.5607458326
860	0.560741741
861	0.5607320789
862	0.5607305767
863	0.5607265197
864	0.5607245709
865	0.5607174918
866	0.560710919
867	0.5607075025
868	0.5607021917
869	0.560696927
870	0.5606870756
871	0.5606820654
872	0.5606740849
873	0.5606716989
874	0.560663836
875	0.5606607631
876	0.560656075
877	0.5606482834
878	0.5606431707
879	0.5606370875
880	0.5606299359
881	0.560626081
882	0.560618714
883	0.560608748
884	0.5606041431
885	0.56059842
886	0.5605877851
887	0.5605816617
888	0.5605736812
889	0.5605689474
890	0.5605639769
891	0.560555518
892	0.5605488394
893	0.5605452077
894	0.5605390036
895	0.5605338604
896	0.5605300479
897	0.5605261507
898	0.5605213742
899	0.5605143501
900	0.5605088081
901	0.5605016438
902	0.5604990284
903	0.5604945259
904	0.5604851899
905	0.5604751328
906	0.5604693771
907	0.5604667751
908	0.5604610372
909	0.5604547137
910	0.5604511855
911	0.5604446355
912	0.5604377744
913	0.5604339718
914	0.5604273789
915	0.5604216258
916	0.5604159535
917	0.5604080852
918	0.5604005888
919	0.5603972172
920	0.5603929458
921	0.5603844948
922	0.5603826861
923	0.5603805891
924	0.560370936
925	0.5603648134
926	0.5603587182
927	0.5603522068
928	0.5603437325
929	0.5603391869
930	0.5603325518
931	0.560329223
932	0.5603240633
933	0.5603186878
934	0.5603104363
935	0.560305661
936	0.5603011493
937	0.5602967631
938	0.5602895104
939	0.5602842385
940	0.5602797836
941	0.5602753107
942	0.5602695091
943	0.5602621566
944	0.5602563215
945	0.560249754
946	0.5602408523
947	0.5602341499
948	0.5602281632
949	0.5602242023
950	0.5602174141
951	0.5602108924
952	0.5602047003
953	0.5602015195
954	0.5601994405
955	0.5601919585
956	0.5601891927
957	0.5601857882
958	0.5601788788
959	0.5601701314
960	0.5601629747
961	0.5601608832
962	0.5601560043
963	0.560144724
964	0.5601366309
965	0.5601331964
966	0.5601315668
967	0.560121429
968	0.5601190706
969	0.5601123691
970	0.5601051902
971	0.560100644
972	0.5600949591
973	0.5600935544
974	0.5600918991
975	0.5600854302
976	0.5600763084
977	0.5600715491
978	0.5600643412
979	0.5600587199
980	0.5600550798
981	0.5600490153
982	0.5600454039
983	0.5600369611
984	0.5600285448
985	0.5600196487
986	0.560012618
987	0.5600102863
988	0.5600023342
989	0.5599969909
990	0.5599890982
991	0.5599812289
992	0.559977432
993	0.5599721849
994	0.5599669321
995	0.5599576193
996	0.559953135
997	0.559949894
998	0.5599439691
999	0.5599359696
